Languagetool gets right: 13772
Out of: 38698
Accuracy: 0.356

LT correct + ours correct: 8131
LT correct + ours incorrect: 5641
LT incorrect + ours correct: 7051
LT incorrect + ours incorrect: 17875

############ Correct by Languagetool, correct by us ##########
orig: wolte 	 correct: wollte ours: wollte
orig: zeit 	 correct: Zeit ours: Zeit
orig: kekse 	 correct: Kekse ours: Kekse
orig: Holt 	 correct: holt ours: holt
orig: herraus 	 correct: heraus ours: heraus
orig: Plotzlich 	 correct: Plötzlich ours: Plötzlich
orig: Staubsaugt 	 correct: staubsaugt ours: staubsaugt
orig: Lerm 	 correct: Lärm ours: Lärm
orig: auge 	 correct: Auge ours: Auge
orig: Aaus 	 correct: Aus ours: Aus
orig: kletert 	 correct: klettert ours: klettert
orig: helt 	 correct: hält ours: hält
orig: denn 	 correct: den ours: den
orig: komt 	 correct: kommt ours: kommt
orig: eksplodirt 	 correct: explodiert ours: explodiert
orig: wolte 	 correct: wollte ours: wollte
orig: wolte 	 correct: wollte ours: wollte
orig: Plotzlich 	 correct: Plötzlich ours: Plötzlich
orig: Bäutel 	 correct: Beutel ours: Beutel
orig: un 	 correct: und ours: und
orig: knochen 	 correct: Knochen ours: Knochen
orig: knochen 	 correct: Knochen ours: Knochen
orig: müll 	 correct: Müll ours: Müll
orig: dabai 	 correct: dabei ours: dabei
orig: müll 	 correct: Müll ours: Müll
orig: were 	 correct: wäre ours: wäre
orig: bombe 	 correct: Bombe ours: Bombe
orig: beckomt 	 correct: bekommt ours: bekommt
orig: knochen 	 correct: Knochen ours: Knochen
orig: bestimt 	 correct: bestimmt ours: bestimmt
orig: nachteil 	 correct: Nachteil ours: Nachteil
orig: ruhe 	 correct: Ruhe ours: Ruhe
orig: Schlafen 	 correct: schlafen ours: schlafen
orig: soga 	 correct: sogar ours: sogar
orig: eggal 	 correct: egal ours: egal
orig: Larz 	 correct: Lars ours: Lars
orig: verwirtt 	 correct: verwirrt ours: verwirrt
orig: Wohnug 	 correct: Wohnung ours: Wohnung
orig: erschregte 	 correct: erschreckte ours: erschreckte
orig: hollt 	 correct: holt ours: holt
orig: penk 	 correct: peng ours: peng
orig: boden 	 correct: Boden ours: Boden
orig: dengt 	 correct: denkt ours: denkt
orig: knochen 	 correct: Knochen ours: Knochen
orig: knochen 	 correct: Knochen ours: Knochen
orig: knochen 	 correct: Knochen ours: Knochen
orig: keksen 	 correct: Keksen ours: Keksen
orig: müll 	 correct: Müll ours: Müll
orig: weis 	 correct: weiß ours: weiß
orig: kekse 	 correct: Kekse ours: Kekse
orig: Weil 	 correct: weil ours: weil
orig: Der 	 correct: der ours: der
orig: essen 	 correct: Essen ours: Essen
orig: geblatz 	 correct: geplatzt ours: geplatzt
orig: schmeisen 	 correct: schmeißen ours: schmeißen
orig: kaput 	 correct: kaputt ours: kaputt
orig: Plöztlich 	 correct: Plötzlich ours: Plötzlich
orig: Plötzlich 	 correct: plötzlich ours: plötzlich
orig: dusch 	 correct: durch ours: durch
orig: wider 	 correct: wieder ours: wieder
orig: iere 	 correct: ihre ours: ihre
orig: Keckse 	 correct: Kekse ours: Kekse
orig: Keckse 	 correct: Kekse ours: Kekse
orig: Wonung 	 correct: Wohnung ours: Wohnung
orig: lars 	 correct: Lars ours: Lars
orig: fressen 	 correct: Fressen ours: Fressen
orig: fressen 	 correct: Fressen ours: Fressen
orig: müll 	 correct: Müll ours: Müll
orig: benomen 	 correct: benommen ours: benommen
orig: augen 	 correct: Augen ours: Augen
orig: auck 	 correct: auch ours: auch
orig: kaput 	 correct: kaputt ours: kaputt
orig: kaput 	 correct: kaputt ours: kaputt
orig: Kmochen 	 correct: Knochen ours: Knochen
orig: geräusch 	 correct: Geräusch ours: Geräusch
orig: schockirt 	 correct: schockiert ours: schockiert
orig: saukt 	 correct: saugt ours: saugt
orig: saukt 	 correct: saugt ours: saugt
orig: schmutz 	 correct: Schmutz ours: Schmutz
orig: Wonung 	 correct: Wohnung ours: Wohnung
orig: essen 	 correct: Essen ours: Essen
orig: frölich 	 correct: fröhlich ours: fröhlich
orig: drausen 	 correct: draußen ours: draußen
orig: Larz 	 correct: Lars ours: Lars
orig: Larz 	 correct: Lars ours: Lars
orig: genomen 	 correct: genommen ours: genommen
orig: spaß 	 correct: Spaß ours: Spaß
orig: ende 	 correct: Ende ours: Ende
orig: bekomen 	 correct: bekommen ours: bekommen
orig: muste 	 correct: musste ours: musste
orig: tag 	 correct: Tag ours: Tag
orig: Plözlich 	 correct: Plötzlich ours: Plötzlich
orig: gereusch 	 correct: Geräusch ours: Geräusch
orig: genomen 	 correct: genommen ours: genommen
orig: wonte 	 correct: wohnte ours: wohnte
orig: augen 	 correct: Augen ours: Augen
orig: wolte 	 correct: wollte ours: wollte
orig: dengt 	 correct: denkt ours: denkt
orig: sha 	 correct: sah ours: sah
orig: knochen 	 correct: Knochen ours: Knochen
orig: wegschmis 	 correct: wegschmiss ours: wegschmiss
orig: grif 	 correct: griff ours: griff
orig: kaput 	 correct: kaputt ours: kaputt
orig: glüklich 	 correct: glücklich ours: glücklich
orig: muss-te 	 correct: musste ours: musste
orig: knochen 	 correct: Knochen ours: Knochen
orig: platzen 	 correct: Platzen ours: Platzen
orig: Wieder 	 correct: wieder ours: wieder
orig: exemplar 	 correct: Exemplar ours: Exemplar
orig: unglück 	 correct: Unglück ours: Unglück
orig: knochen 	 correct: Knochen ours: Knochen
orig: boden 	 correct: Boden ours: Boden
orig: knochen 	 correct: Knochen ours: Knochen
orig: knochen 	 correct: Knochen ours: Knochen
orig: wütent 	 correct: wütend ours: wütend
orig: schmeisen 	 correct: schmeißen ours: schmeißen
orig: lars 	 correct: Lars ours: Lars
orig: sack 	 correct: Sack ours: Sack
orig: kaput 	 correct: kaputt ours: kaputt
orig: drekig 	 correct: dreckig ours: dreckig
orig: knochen 	 correct: Knochen ours: Knochen
orig: knochen 	 correct: Knochen ours: Knochen
orig: tages 	 correct: Tages ours: Tages
orig: staubsaugen 	 correct: Staubsaugen ours: Staubsaugen
orig: foll 	 correct: voll ours: voll
orig: weg 	 correct: Weg ours: Weg
orig: boden 	 correct: Boden ours: Boden
orig: boden 	 correct: Boden ours: Boden
orig: kletert 	 correct: klettert ours: klettert
orig: lars 	 correct: Lars ours: Lars
orig: bein 	 correct: Bein ours: Bein
orig: dreck 	 correct: Dreck ours: Dreck
orig: dreck 	 correct: Dreck ours: Dreck
orig: knochen 	 correct: Knochen ours: Knochen
orig: Die 	 correct: die ours: die
orig: helt 	 correct: hält ours: hält
orig: krach 	 correct: Krach ours: Krach
orig: Leckerlie 	 correct: Leckerli ours: Leckerli
orig: Leckerlie 	 correct: Leckerli ours: Leckerli
orig: knochen 	 correct: Knochen ours: Knochen
orig: Leckerlie 	 correct: Leckerli ours: Leckerli
orig: wegschmeisen 	 correct: wegschmeißen ours: wegschmeißen
orig: zurükhaben 	 correct: zurückhaben ours: zurückhaben
orig: wider 	 correct: wieder ours: wieder
orig: sakte 	 correct: sagte ours: sagte
orig: nichtz 	 correct: nichts ours: nichts
orig: geschaft 	 correct: geschafft ours: geschafft
orig: zürük 	 correct: zurück ours: zurück
orig: stauptsaukt 	 correct: staubsaugt ours: staubsaugt
orig: zürük 	 correct: zurück ours: zurück
orig: denn 	 correct: den ours: den
orig: wohnung 	 correct: Wohnung ours: Wohnung
orig: schmutsig 	 correct: schmutzig ours: schmutzig
orig: Schmuts 	 correct: Schmutz ours: Schmutz
orig: Aauf 	 correct: Auf ours: Auf
orig: wegseln 	 correct: wechseln ours: wechseln
orig: ägstra 	 correct: extra ours: extra
orig: Keckse 	 correct: Kekse ours: Kekse
orig: forne 	 correct: vorne ours: vorne
orig: spriegt 	 correct: springt ours: springt
orig: Keckse 	 correct: Kekse ours: Kekse
orig: umsonzt 	 correct: umsonst ours: umsonst
orig: Bäutel 	 correct: Beutel ours: Beutel
orig: herraus 	 correct: heraus ours: heraus
orig: zurük 	 correct: zurück ours: zurück
orig: bein 	 correct: Bein ours: Bein
orig: gestelt 	 correct: gestellt ours: gestellt
orig: geschaft 	 correct: geschafft ours: geschafft
orig: saein 	 correct: sein ours: sein
orig: müll 	 correct: Müll ours: Müll
orig: komt 	 correct: kommt ours: kommt
orig: essen 	 correct: Essen ours: Essen
orig: knochen 	 correct: Knochen ours: Knochen
orig: angst 	 correct: Angst ours: Angst
orig: passirt 	 correct: passiert ours: passiert
orig: nimt 	 correct: nimmt ours: nimmt
orig: nichtt 	 correct: nicht ours: nicht
orig: hand 	 correct: Hand ours: Hand
orig: passirt 	 correct: passiert ours: passiert
orig: reumt 	 correct: räumt ours: räumt
orig: reumt 	 correct: räumt ours: räumt
orig: nimt 	 correct: nimmt ours: nimmt
orig: gerisen 	 correct: gerissen ours: gerissen
orig: entglich 	 correct: endlich ours: endlich
orig: wärend 	 correct: während ours: während
orig: gesc-hafft 	 correct: geschafft ours: geschafft
orig: wolte 	 correct: wollte ours: wollte
orig: wolte 	 correct: wollte ours: wollte
orig: wolte 	 correct: wollte ours: wollte
orig: entsetst 	 correct: entsetzt ours: entsetzt
orig: wolte 	 correct: wollte ours: wollte
orig: wolte 	 correct: wollte ours: wollte
orig: geschprungen 	 correct: gesprungen ours: gesprungen
orig: geschaft 	 correct: geschafft ours: geschafft
orig: maul 	 correct: Maul ours: Maul
orig: muste 	 correct: musste ours: musste
orig: vertig 	 correct: fertig ours: fertig
orig: gereusch 	 correct: Geräusch ours: Geräusch
orig: dengt 	 correct: denkt ours: denkt
orig: knochen 	 correct: Knochen ours: Knochen
orig: knochen 	 correct: Knochen ours: Knochen
orig: knochen 	 correct: Knochen ours: Knochen
orig: vieder 	 correct: wieder ours: wieder
orig: pech 	 correct: Pech ours: Pech
orig: aper 	 correct: aber ours: aber
orig: knochen 	 correct: Knochen ours: Knochen
orig: genomen 	 correct: genommen ours: genommen
orig: lars 	 correct: Lars ours: Lars
orig: beine 	 correct: Beine ours: Beine
orig: schnel 	 correct: schnell ours: schnell
orig: tüte 	 correct: Tüte ours: Tüte
orig: kekse 	 correct: Kekse ours: Kekse
orig: bekomen 	 correct: bekommen ours: bekommen
orig: zimmer 	 correct: Zimmer ours: Zimmer
orig: sack 	 correct: Sack ours: Sack
orig: sack 	 correct: Sack ours: Sack
orig: beckam 	 correct: bekam ours: bekam
orig: sachen 	 correct: Sachen ours: Sachen
orig: glücklisch 	 correct: glücklich ours: glücklich
orig: Nachmitag 	 correct: Nachmittag ours: Nachmittag
orig: saukt 	 correct: saugt ours: saugt
orig: Staup 	 correct: Staub ours: Staub
orig: foll 	 correct: voll ours: voll
orig: knochen 	 correct: Knochen ours: Knochen
orig: auss 	 correct: aus ours: aus
orig: ge-falen 	 correct: gefallen ours: gefallen
orig: dan 	 correct: dann ours: dann
orig: Schon 	 correct: schon ours: schon
orig: Plotzlich 	 correct: Plötzlich ours: Plötzlich
orig: knochen 	 correct: Knochen ours: Knochen
orig: knochen 	 correct: Knochen ours: Knochen
orig: wäg 	 correct: weg ours: weg
orig: knochen 	 correct: Knochen ours: Knochen
orig: knochen 	 correct: Knochen ours: Knochen
orig: knochen 	 correct: Knochen ours: Knochen
orig: nimt 	 correct: nimmt ours: nimmt
orig: nimt 	 correct: nimmt ours: nimmt
orig: nimt 	 correct: nimmt ours: nimmt
orig: sack 	 correct: Sack ours: Sack
orig: kaput 	 correct: kaputt ours: kaputt
orig: wider 	 correct: wieder ours: wieder
orig: knochen 	 correct: Knochen ours: Knochen
orig: staub 	 correct: Staub ours: Staub
orig: Plotzlich 	 correct: Plötzlich ours: Plötzlich
orig: auss 	 correct: aus ours: aus
orig: beckam 	 correct: bekam ours: bekam
orig: Am 	 correct: am ours: am
orig: knochen 	 correct: Knochen ours: Knochen
orig: bein 	 correct: Bein ours: Bein
orig: boden 	 correct: Boden ours: Boden
orig: wohnug 	 correct: Wohnung ours: Wohnung
orig: ferteilt 	 correct: verteilt ours: verteilt
orig: gerissin 	 correct: gerissen ours: gerissen
orig: einge-saugt 	 correct: eingesaugt ours: eingesaugt
orig: die 	 correct: Die ours: Die
orig: nachmittag 	 correct: Nachmittag ours: Nachmittag
orig: benuzt 	 correct: benutzt ours: benutzt
orig: keksen 	 correct: Keksen ours: Keksen
orig: müll 	 correct: Müll ours: Müll
orig: mitt 	 correct: mit ours: mit
orig: kekse 	 correct: Kekse ours: Kekse
orig: Schtaubsaugen 	 correct: Staubsaugen ours: Staubsaugen
orig: ferfen 	 correct: werfen ours: werfen
orig: bein 	 correct: Bein ours: Bein
orig: ferfen 	 correct: werfen ours: werfen
orig: kekse 	 correct: Kekse ours: Kekse
orig: kekse 	 correct: Kekse ours: Kekse
orig: kekse 	 correct: Kekse ours: Kekse
orig: schmeizt 	 correct: schmeißt ours: schmeißt
orig: boden 	 correct: Boden ours: Boden
orig: un 	 correct: und ours: und
orig: kekse 	 correct: Kekse ours: Kekse
orig: arbeit 	 correct: Arbeit ours: Arbeit
orig: umsontst 	 correct: umsonst ours: umsonst
orig: züruck 	 correct: zurück ours: zurück
orig: nimt 	 correct: nimmt ours: nimmt
orig: schleft 	 correct: schläft ours: schläft
orig: disses 	 correct: dieses ours: dieses
orig: das 	 correct: Das ours: Das
orig: ge-spielt 	 correct: gespielt ours: gespielt
orig: entlich 	 correct: endlich ours: endlich
orig: zer-rissen 	 correct: zerrissen ours: zerrissen
orig: herraus 	 correct: heraus ours: heraus
orig: Wonung 	 correct: Wohnung ours: Wohnung
orig: Sauber 	 correct: sauber ours: sauber
orig: vast 	 correct: fast ours: fast
orig: glück 	 correct: Glück ours: Glück
orig: knochen 	 correct: Knochen ours: Knochen
orig: wolte 	 correct: wollte ours: wollte
orig: hand 	 correct: Hand ours: Hand
orig: lars 	 correct: Lars ours: Lars
orig: glücKlich 	 correct: glücklich ours: glücklich
orig: eingesaukt 	 correct: eingesaugt ours: eingesaugt
orig: vieleiht 	 correct: vielleicht ours: vielleicht
orig: kan 	 correct: kann ours: kann
orig: sack 	 correct: Sack ours: Sack
orig: Das 	 correct: das ours: das
orig: einsatz 	 correct: Einsatz ours: Einsatz
orig: auge 	 correct: Auge ours: Auge
orig: rauß 	 correct: raus ours: raus
orig: Er 	 correct: er ours: er
orig: Bellt 	 correct: bellt ours: bellt
orig: tüte 	 correct: Tüte ours: Tüte
orig: geschaft 	 correct: geschafft ours: geschafft
orig: knochen 	 correct: Knochen ours: Knochen
orig: rauß 	 correct: raus ours: raus
orig: knochen 	 correct: Knochen ours: Knochen
orig: hund 	 correct: Hund ours: Hund
orig: ubrig 	 correct: übrig ours: übrig
orig: staubsaugen 	 correct: Staubsaugen ours: Staubsaugen
orig: zimmer 	 correct: Zimmer ours: Zimmer
orig: Das 	 correct: das ours: das
orig: Plötzlich 	 correct: plötzlich ours: plötzlich
orig: Die 	 correct: die ours: die
orig: knochen 	 correct: Knochen ours: Knochen
orig: Der 	 correct: der ours: der
orig: Der 	 correct: der ours: der
orig: hose 	 correct: Hose ours: Hose
orig: Da 	 correct: da ours: da
orig: Den 	 correct: den ours: den
orig: Alles 	 correct: alles ours: alles
orig: denn 	 correct: den ours: den
orig: sack 	 correct: Sack ours: Sack
orig: sack 	 correct: Sack ours: Sack
orig: sack 	 correct: Sack ours: Sack
orig: gefast 	 correct: gefasst ours: gefasst
orig: sack 	 correct: Sack ours: Sack
orig: boden 	 correct: Boden ours: Boden
orig: Keckse 	 correct: Kekse ours: Kekse
orig: wolte 	 correct: wollte ours: wollte
orig: schmeisen 	 correct: schmeißen ours: schmeißen
orig: weis 	 correct: weiß ours: weiß
orig: Keckse 	 correct: Kekse ours: Kekse
orig: fro 	 correct: froh ours: froh
orig: fil 	 correct: fiel ours: fiel
orig: fil 	 correct: fiel ours: fiel
orig: sparang 	 correct: sprang ours: sprang
orig: Geplatzt 	 correct: geplatzt ours: geplatzt
orig: Geplatzt 	 correct: geplatzt ours: geplatzt
orig: un 	 correct: und ours: und
orig: bein 	 correct: Bein ours: Bein
orig: hand 	 correct: Hand ours: Hand
orig: mis 	 correct: mit ours: mit
orig: hate 	 correct: hatte ours: hatte
orig: Kegse 	 correct: Kekse ours: Kekse
orig: traurich 	 correct: traurig ours: traurig
orig: dreck 	 correct: Dreck ours: Dreck
orig: hatt 	 correct: hat ours: hat
orig: Kegse 	 correct: Kekse ours: Kekse
orig: Kegse 	 correct: Kekse ours: Kekse
orig: Kegse 	 correct: Kekse ours: Kekse
orig: dan 	 correct: dann ours: dann
orig: Kegse 	 correct: Kekse ours: Kekse
orig: knochen 	 correct: Knochen ours: Knochen
orig: dan 	 correct: dann ours: dann
orig: wegschmaisen 	 correct: wegschmeißen ours: wegschmeißen
orig: fuß 	 correct: Fuß ours: Fuß
orig: kaput 	 correct: kaputt ours: kaputt
orig: zeit 	 correct: Zeit ours: Zeit
orig: geffallen 	 correct: gefallen ours: gefallen
orig: jetz 	 correct: jetzt ours: jetzt
orig: forne 	 correct: vorne ours: vorne
orig: wonung 	 correct: Wohnung ours: Wohnung
orig: auge 	 correct: Auge ours: Auge
orig: zitzt 	 correct: sitzt ours: sitzt
orig: Eke 	 correct: Ecke ours: Ecke
orig: kekse 	 correct: Kekse ours: Kekse
orig: kekse 	 correct: Kekse ours: Kekse
orig: kekse 	 correct: Kekse ours: Kekse
orig: englich 	 correct: endlich ours: endlich
orig: dan 	 correct: dann ours: dann
orig: dan 	 correct: dann ours: dann
orig: wekselt 	 correct: wechselt ours: wechselt
orig: gans 	 correct: ganz ours: ganz
orig: komt 	 correct: kommt ours: kommt
orig: get 	 correct: geht ours: geht
orig: bein 	 correct: Bein ours: Bein
orig: genomen 	 correct: genommen ours: genommen
orig: geblatzt 	 correct: geplatzt ours: geplatzt
orig: tages 	 correct: Tages ours: Tages
orig: einStaupt 	 correct: einstaubt ours: einstaubt
orig: Das 	 correct: das ours: das
orig: drausen 	 correct: draußen ours: draußen
orig: reum 	 correct: räum ours: räum
orig: wolte 	 correct: wollte ours: wollte
orig: genomen 	 correct: genommen ours: genommen
orig: dan 	 correct: dann ours: dann
orig: denn 	 correct: den ours: den
orig: denn 	 correct: den ours: den
orig: genomen 	 correct: genommen ours: genommen
orig: wolte 	 correct: wollte ours: wollte
orig: foll 	 correct: voll ours: voll
orig: fill 	 correct: fiel ours: fiel
orig: birngt 	 correct: bringt ours: bringt
orig: Glücklich 	 correct: glücklich ours: glücklich
orig: kaput 	 correct: kaputt ours: kaputt
orig: wider 	 correct: wieder ours: wieder
orig: beginnnen 	 correct: beginnen ours: beginnen
orig: leckerlis 	 correct: Leckerlis ours: Leckerlis
orig: Heute 	 correct: heute ours: heute
orig: züruck 	 correct: zurück ours: zurück
orig: gespant 	 correct: gespannt ours: gespannt
orig: erschrack 	 correct: erschrak ours: erschrak
orig: sauerei 	 correct: Sauerei ours: Sauerei
orig: essen 	 correct: Essen ours: Essen
orig: essen 	 correct: Essen ours: Essen
orig: fersucht 	 correct: versucht ours: versucht
orig: essen 	 correct: Essen ours: Essen
orig: fersucht 	 correct: versucht ours: versucht
orig: ferhindern 	 correct: verhindern ours: verhindern
orig: kaput 	 correct: kaputt ours: kaputt
orig: glüklich 	 correct: glücklich ours: glücklich
orig: essen 	 correct: Essen ours: Essen
orig: schüsel 	 correct: Schüssel ours: Schüssel
orig: falen 	 correct: fallen ours: fallen
orig: staub 	 correct: Staub ours: Staub
orig: kekse 	 correct: Kekse ours: Kekse
orig: muste 	 correct: musste ours: musste
orig: essen 	 correct: Essen ours: Essen
orig: foll 	 correct: voll ours: voll
orig: Beurtel 	 correct: Beutel ours: Beutel
orig: bekomt 	 correct: bekommt ours: bekommt
orig: staubsaugen 	 correct: Staubsaugen ours: Staubsaugen
orig: ganse 	 correct: ganze ours: ganze
