	Sentence	initial_word	start_index	end_index	our_correction	gold_correction	ours_is_correct	languagetool_corrections
869	und ich wollt einige bemerkungen daruber machen .	bemerkungen	21	32	Anmerkungen	Bemerkungen	n	['Bemerkungen', 'Anmerkungen', 'Gemarkungen', 'Vermerkungen', 'bemerkenden']
870	und ich wollt einige bemerkungen daruber machen .	daruber	33	40	sauber	darüber	n	['darüber', 'tauber', 'darunter', 'Räuber', 'sauber', 'vorüber', 'worüber', 'Gruber', 'Zauber', 'derber', 'herüber', 'taube', 'tauben', 'Färber', 'drüber', 'trüber', 'taubem', 'taubes', 'Graubär', 'darbe']
871	"Aber am Flughafen war nimanden der auf mich wartete , darum habe ich ein Taxi genommen und ich bin nach meine "" neue "" Haus gefahren ."	nimanden	22	30	jemanden	niemanden	n	[]
872	Dort war nemanden weil die Familie war am spatzieren und ich habe fast eine Stunde gewartet , aber dann sind sie wieder von der Spatziergang gekommen und ich habe unendlich mein Haus gesehen .	nemanden	9	17	niemanden	niemanden	y	['jemanden', 'niemanden', 'befanden', 'Gemälden', 'bemalten', 'gemalten', 'jemandem', 'niemandem', 'Gemünden', 'befänden', 'nehmenden', 'Gewänden', 'Veranden', 'gemähten', 'jemandes', 'Zementen', 'Bemannen', 'Bemänteln', 'Pedanten', 'Sekanten']
873	Dort war nemanden weil die Familie war am spatzieren und ich habe fast eine Stunde gewartet , aber dann sind sie wieder von der Spatziergang gekommen und ich habe unendlich mein Haus gesehen .	spatzieren	42	52	spazieren	spazieren	y	['spazieren', 'Platzieren', 'späteren', 'platzieren', 'plädieren', 'spät-zieren', 'statuieren', 'Spazieren', 'Spät-zieren', 'späh-zieren', 'saldieren', 'spaziere', 'spazierend', 'spazierten', 'spedieren', 'spitzeren']
874	Dort war nemanden weil die Familie war am spatzieren und ich habe fast eine Stunde gewartet , aber dann sind sie wieder von der Spatziergang gekommen und ich habe unendlich mein Haus gesehen .	Spatziergang	128	140	Platzierung	Spaziergang	n	['Spaziergang', 'Spätzeitgang', 'Sparziergang', 'Sparbiergang', 'Spaziergangs', 'Sparzielgang', 'Spaziergange']
875	Nach das Haustaur habe ich meine Zimmer gesehen , wie war ganz schmutzig und klein ( meine Erwartungen waren - unreadable - viel besser als dort das war ) Die Familie bei dem ich gegangen bin ist wirklich unsympatisch , in ein Vierteljahr wir haben nie miteinander gegessen und wir haben auch uns nicht kennen gelernt .	Haustaur	9	17	Tastatur	Haustür	n	['Haupthaus', 'Haustour', 'Hausbau', 'Baustau', 'Haustau', 'Haustier', 'Baustaub', 'Hausjahr', 'Haustür', 'Haupthaar', 'Haushaus', 'Hausdach', 'Hausraum', 'Hausflur', 'Haustag', 'Hausmaus', 'Haustage', 'Hausdame', 'Hauslaut', 'Hausstaub']
876	Nach das Haustaur habe ich meine Zimmer gesehen , wie war ganz schmutzig und klein ( meine Erwartungen waren - unreadable - viel besser als dort das war ) Die Familie bei dem ich gegangen bin ist wirklich unsympatisch , in ein Vierteljahr wir haben nie miteinander gegessen und wir haben auch uns nicht kennen gelernt .	unsympatisch	205	217	sympathisch	unsympathisch	n	['unsympathisch', 'unsympathische', 'enzymatisch', 'unsympathischen', 'unsympathischem', 'unsympathischer', 'unsympathisches', 'unsympathischst']
877	Meiner Meinung nach ihr sollter diese Familie vom Liste der Gastfamilie streichen , weil sonst ein anderes Junge wie ich könnte sich ärgern .	sollter	24	31	solltet	solltet	y	['sollt er', 'sollte', 'sollten', 'solider', 'solitär', 'zollte', 'zollten', 'solltet', 'zolltet', 'sollen', 'wollte', 'solcher', 'wollten', 'solle', 'voller', 'solide', 'Folter', 'Möller', 'soliden', 'Koller']
878	Mit Freundlichen Grüße , - unreadable -	Freundlichen	4	16	freundliche	freundlichen	n	[]
879	Au-pair-Argentur & Partner 29.07.2011 90451 Nürnberg Regenstr .	Au-pair-Argentur	0	16	Agentur	Au-pair-Agentur	n	['Au-bei-Agentur', 'Au-bei-Aschentür', 'Au-bei-Ragender', 'Au-bei-Argentum', 'Au-bei-Außentür']
880	01234 12 a Michael Winkelmann Sehr geehrte Au-pair-Agentur , In diesen drei Monaten , die ich bei einer Gastfamilie verbracht habe , bin ich sehr unzufrieden gewesen .	In	61	63	In	in	n	['in']
881	Die Familie war sehr nervös und sehr unsimphatisch .	unsimphatisch	37	50	unsympathisch	unsympathisch	y	['unsympathisch']
882	Ich konnte nich meine Guitarre und mit den Ball spielen .	nich	11	15	mich	nicht	n	[]
883	Ich konnte nich meine Guitarre und mit den Ball spielen .	Guitarre	22	30	Gitarre	Gitarre	y	['Gitarre', 'Gitarren']
884	Die einige Positive sache war das Schulkurs .	Positive	11	19	positive	positive	y	[]
885	Die einige Positive sache war das Schulkurs .	sache	20	25	Sache	Sache	y	['Sache', 'sage', 'säge', 'zage', 'Lage', 'Tage', 'sagte', 'sagen', 'sagt', 'Rache', 'mache', 'Bäche', 'vage', 'Gage', 'läge', 'suche', 'zähe', 'Säge', 'sähe', 'fache']
886	Am anfang man muss mehrere informationen über die Familie geben und sehen ob sie eine nette und verständnisse Familie sind .	anfang	3	9	Anfang	Anfang	y	['Anfang', 'an fang', 'anfangs', 'anfing', 'anfängt', 'anfange', 'anfangt', 'ansang', 'anhand', 'Umfang', 'Anfänge', 'Anhang', 'anfangen', 'anging', 'Walfang', 'anhing', 'abfängt', 'absank', 'anhängt', 'abfing']
887	Am anfang man muss mehrere informationen über die Familie geben und sehen ob sie eine nette und verständnisse Familie sind .	informationen	27	40	Informationen	Informationen	y	['Informationen', 'informativen', 'Deformationen', 'Eisformationen', 'Konformationen', 'Tonformationen', 'informationell']
888	Zudem hatten sie Interesse an Italienische Kultur , so dass sie mit einander nur Italienisch sprachen .	Italienische	30	42	italienische	italienischer	n	['italienische']
889	Zudem hatten sie Interesse an Italienische Kultur , so dass sie mit einander nur Italienisch sprachen .	mit	64	67	mit	miteinander	n	[]
890	Zudem hatten sie Interesse an Italienische Kultur , so dass sie mit einander nur Italienisch sprachen .	einander	68	76	einander	miteinander	n	[]
891	Im Vergleich mit was ich erwartet hatte , war diese Erfahrung sehr Peinlich , und hatte ich kein Erfolg .	Peinlich	67	75	peinlich	peinlich	y	[]
892	Trotz meiner Erwartungen konnte ich nicht meine Deutsch verbessern sondern lernte ich einbischen Italie-unreadable - Übrigens , hatten sie drei Kinder , mit denen niemand konnte sich erholen und waren nie rühig , daher musste ich Abends spät ins Bett gehen .	einbischen	86	96	einmischen	ein bisschen	n	['einzigen', 'einmischen', 'einbiegen', 'einbogen', 'einbögen', 'einzige', 'einziger', 'einziges', 'finnischen', 'indischen', 'einrichten', 'einlegen', 'reinigen', 'winzigen', 'einfügen', 'eingingen', 'einzigem', 'einzogen', 'lippischen', 'minoischen']
893	Trotz meiner Erwartungen konnte ich nicht meine Deutsch verbessern sondern lernte ich einbischen Italie-unreadable - Übrigens , hatten sie drei Kinder , mit denen niemand konnte sich erholen und waren nie rühig , daher musste ich Abends spät ins Bett gehen .	Abends	230	236	abends	abends	y	[]
894	Mit Freundlichen Grüßen Stefan Meier	Freundlichen	4	16	freundlichen	freundlichen	y	['freundlichen']
895	Leider wurden meine Erwartungen total enttäucht .	enttäucht	38	47	enttäuscht	enttäuscht	y	['entdeckt', 'enttäuscht', 'entfeuchte', 'erdfeucht', 'entdeckte', 'enttäuschte', 'entweicht', 'entdecke', 'enttäusche', 'entbergt', 'entdeckst', 'entfeuchten', 'entfeuchtet', 'enttäuschst', 'erdfeuchte']
896	Außerdem musste ich mit dem jungsten Kinder mein Zimmer teilnehmen .	jungsten	28	36	jungen	jüngsten	n	['jüngsten', 'jung-gen', 'jüngste', 'jung-tun', 'jüngster', 'jungst.', 'jüngstes', 'jungten', 'jüngstem', 'Funkten', 'Tungsten', 'längsten', 'jungen', 'jüngeren', 'Jungten', 'engsten', 'Längsten', 'jüngst', 'Mucksten', 'Künsten']
897	Aber ich musste mich um das Essen zu kummern und oft Babysitting am Tag machen .	kummern	37	44	kümmern	kümmern	y	['kümmern', 'Nummern', 'kümmert', 'kümmere', 'Hummern', 'Kümmern', 'Summern', 'kümmer', 'kümmernd', 'nummern', 'wummern', 'Nummer', 'kümmerte', 'Kammern', 'Pommern', 'Kummer', 'Sommern', 'kümmerten', 'Hummeln', 'Hummer']
898	Leider haben Sie mir keinesweg geholfen .	keinesweg	21	30	keineswegs	keineswegs	y	['keines weg', 'keines Weg', 'keineswegs', 'reineweg']
899	Ich bitte Ihnen entlich Stellung zu die o.g. Problemen zu nehmen und fünfzig Prozent meinen Anmeldungskosten zu erstatten .	entlich	16	23	endlich	endlich	y	['endlich', 'endliche', 'entwich', 'entlieh', 'eidlich', 'ältlich', 'deutlich', 'südlich', 'westlich', 'englisch', 'etliche', 'seitlich', 'tödlich', 'zeitlich', 'amtlich', 'endlichen', 'entließ', 'entzog', 'rötlich', 'erblich']
900	Seher geherte Damen und Herren .	Seher	0	5	Eher	Sehr	n	[]
901	Seher geherte Damen und Herren .	geherte	6	13	geehrte	geehrte	y	['geehrte', 'gehörte', 'gehende', 'kehrte', 'gehendes', 'näherte', 'gehortet', 'geh-orte', 'gehärtet', 'geh-rate', 'geh-röte', 'gehegte', 'gehenden', 'gebärde', 'gegärte', 'geherzte', 'gehört', 'gehörten', 'feierte']
902	"Das , was da drin steht mir ist sehr gefalen "" Vermittlung und Betreuung , super-guten Service "" ."	gefalen	37	44	gefallen	gefallen	y	['gefallen', 'gehalten', 'gefangen', 'geraten', 'gefahren', 'geladen', 'genauen', 'realen', 'befallen', 'gefällt', 'geraden', 'Rivalen', 'gefallene', 'gefaltet', 'gemalten', 'legalen', 'Gefäßen', 'gebären', 'gehauen', 'gemahlen']
903	Ich hab ganz anders erwartet als ich etzt habe .	etzt	37	41	jetzt	jetzt	y	['ätzt', 'erst', 'jetzt', 'setzt', 'hetzt', 'Letzt', 'esst', 'etc.', 'fetzt', 'petzt', 'wetzt', 'ätze', 'ätzte', 'ödst', 'etwa', 'Stadt', 'erste', 'fast', 'setzte', 'fest']
904	Ich wohne in eine Familie wo ich fühle mich als einen Sklawe , ich habe zu viele Aufgaben und gar keine Recht etwas zu sagen oder zu endern .	Sklawe	54	60	Sklaven	Sklave	n	['Sklave', 'Sklaven', 'Ecklage', 'Slawe', 'Klare', 'Schlawe', 'Oktave', 'Schade', 'Schafe', 'Schlaue', 'Schale', 'Skalare', 'Slawen', 'Solare', 'Klage', 'Sklavin', 'Schaue', 'Salate', 'Schlage', 'Silage']
905	Ich wohne in eine Familie wo ich fühle mich als einen Sklawe , ich habe zu viele Aufgaben und gar keine Recht etwas zu sagen oder zu endern .	endern	133	139	ändern	ändern	y	['entern', 'ändern', 'enden', 'andern', 'intern', 'extern', 'Sendern', 'untern', 'Indern', 'rendern', 'Entern', 'Fendern', 'Rendern', 'Tendern', 'Untern', 'eitern', 'enter', 'entere', 'enternd', 'entert']
906	"Ich finde am schlimsten ist das , dass ich kann Ihre "" super-guten Service "" gar nich erreichen , weder telefonich auch über Internet ."	nich	81	85	nicht	nicht	y	['sich', 'nach', 'nicht', 'noch', 'ich', 'mich', 'dich', 'wich', 'eich', 'Aich', 'Eich', 'Gig', 'Sikh', 'zig', 'auch', 'doch', 'zog', 'hoch', 'lag', 'nichts']
907	"Ich finde am schlimsten ist das , dass ich kann Ihre "" super-guten Service "" gar nich erreichen , weder telefonich auch über Internet ."	telefonich	104	114	telefonisch	telefonisch	y	['telefonisch', 'telefonische', 'telefonier', 'Telefonica']
908	Auf meine E-mails die ich schon vor zwei wochen geschrieben habe , bekamm ich bis etzt gar keinen Antwort .	wochen	41	47	Wochen	Wochen	y	['Wochen', 'wogen', 'wögen', 'wegen', 'zogen', 'Bogen', 'Jochen', 'mögen', 'Bögen', 'wagen', 'wichen', 'Dogen', 'Logen', 'kochen', 'wachen', 'sogen', 'vagen', 'zögen', 'Köchen', 'lochen']
909	Auf meine E-mails die ich schon vor zwei wochen geschrieben habe , bekamm ich bis etzt gar keinen Antwort .	etzt	82	86	jetzt	jetzt	y	['ätzt', 'erst', 'jetzt', 'setzt', 'hetzt', 'Letzt', 'esst', 'etc.', 'fetzt', 'petzt', 'wetzt', 'ätze', 'ätzte', 'ödst', 'etwa', 'Stadt', 'erste', 'fast', 'setzte', 'fest']
910	Betreuer ( Ansprechpartner ) geht nicht ans Telefon alles was ich kann ist nur ein Nachricht auf seinen Meilbox hinterlassen .	Meilbox	104	111	Meilen	Mailbox	n	['Mailbox', 'Mailbot', 'Maibox', 'Mailboxen', 'Feilbot', 'Teilbox', 'Maillot', 'Peilbuchs', 'Mehlbox', 'Messbox', 'Teilbuchs', 'Seilbox', 'Mobilbox', 'Keilbox', 'Heilbox', 'Mailings', 'Peilbox', 'Melibocus', 'Einbox', 'Melibokus']
911	Entweder bekomme ich eine andere Familie wo ich mich wohl fühelen kann und meine Aufgaben werden verträglich angepast .	fühelen	58	65	fühlen	fühlen	y	['fühlen', 'vielen', 'früheren', 'führen', 'führten', 'fielen', 'fehlen', 'Mühlen', 'fühlten', 'füllen', 'kühlen', 'fühle', 'schälen', 'wühlen', 'fahlen', 'pfählen', 'fidelen', 'Fühlen', 'Kühlen', 'Schälen']
912	Entweder bekomme ich eine andere Familie wo ich mich wohl fühelen kann und meine Aufgaben werden verträglich angepast .	angepast	109	117	angepasst	angepasst	y	['angebaut', 'Enkelast', 'angepasst', 'Mangelast', 'angemaßt', 'Angelast', 'angerast', 'Ankerast', 'angäbest', 'abgebaut', 'Angerast', 'angewandt', 'angepasste', 'angebaute', 'angesagt', 'angenäht', 'angebahnt', 'angefasst', 'angemalt', 'angespart']
913	Die zweite Lösung lautet ; dass ich werde drei fach für die Arbeit Bezahlt bekommen als es geplant wurde .	drei	42	46	drei	dreifach	n	[]
914	Die zweite Lösung lautet ; dass ich werde drei fach für die Arbeit Bezahlt bekommen als es geplant wurde .	fach	47	51	nach	dreifach	n	[]
915	Die zweite Lösung lautet ; dass ich werde drei fach für die Arbeit Bezahlt bekommen als es geplant wurde .	Bezahlt	67	74	bezahlt	bezahlt	y	['bezahlt']
916	Und wenn nach Ablauf einer Woche immer noch finden wir kein ein gemeinsamen Problemlösung ich kaufe mir ein tiket nach Heimat und schalte meinen Anwalt an .	tiket	108	113	Ticket	Ticket	y	['dicht', 'decken', 'dicken', 'deckte', 'dicke', 'dicker', 'dickes', 'dickem', 'dockte', 'decke', 'ducken', 'tickt', 'ticken', 'Racket', 'Socket', 'Ticket', 'dackelt', 'deckelt', 'deckst', 'decktet']
917	Wenn ich meine situation unterschriftlich habe , die junge Paar hat mir ein kleines Zimmer in dem Keller gegeben .	situation	15	24	Situation	Situation	y	['Situation', 'situativen', 'Titration', 'situativ', 'situative', 'Nidation', 'Hydration', 'Zitation', 'situational', 'Aktuation']
918	Sie haben gezeicht , dass ein vertrag mindesten 1 Jahr verlauft .	gezeicht	10	18	gereicht	gezeigt	n	['gezeigt', 'geneigt', 'gereicht', 'gezeigte', 'gezeugt', 'gesiegt', 'gesäugt', 'geeicht', 'bezeigt', 'gegeigt', 'geseiht', 'geselcht', 'gesengt', 'gesiecht', 'gezecht', 'gesetzt', 'geweiht', 'Gesicht', 'besiegt', 'bezeugt']
919	Sie haben gezeicht , dass ein vertrag mindesten 1 Jahr verlauft .	vertrag	30	37	Vertrag	Vertrag	y	[]
920	Sie haben gezeicht , dass ein vertrag mindesten 1 Jahr verlauft .	mindesten	38	47	mindestens	mindestens	y	[]
921	Sie haben gezeicht , dass ein vertrag mindesten 1 Jahr verlauft .	verlauft	55	63	verkauft	verläuft	n	[]
922	Aber Ich habe nur ein ViertelJahr bei einer Gastfamilie in Deutschland verbracht .	ViertelJahr	22	33	Viertel	Vierteljahr	n	['Vierteljahr', 'Viertel Jahr', 'Vierteljahre', 'Vierteljahrs', 'Vierteljährig', 'Viertelrohr']
923	Meine Aufgabe war nicht nur um eine Baby zu kummerte aber Ich habe viel getant zB Ich musste auch kochen , bugeln , sauber machen .	kummerte	44	52	kümmerte	kümmerte	y	['kümmerte', 'kümmert', 'kümmerten', 'kümmere', 'gummierte', 'kümmertet', 'nummerte', 'wummerte', 'kümmerts', 'kommende', 'kümmern', 'klammerte', 'kurierte', 'summierte', 'dämmerte', 'Dammerde', 'Kummete', 'bummelte', 'dümmere', 'fummelte']
924	Meine Aufgabe war nicht nur um eine Baby zu kummerte aber Ich habe viel getant zB Ich musste auch kochen , bugeln , sauber machen .	Ich	58	61	ich	ich	y	[]
925	Meine Aufgabe war nicht nur um eine Baby zu kummerte aber Ich habe viel getant zB Ich musste auch kochen , bugeln , sauber machen .	bugeln	107	113	bügeln	bügeln	y	['bügeln', 'Hügeln', 'Kugeln', 'bündeln', 'buchen', 'dunkeln', 'Mügeln', 'zügeln', 'bunkern', 'funkeln', 'buckeln', 'züngeln', 'Bügeln', 'Mücheln', 'Zügeln', 'buken', 'bügel', 'bügele', 'bügelnd']
926	Ich musste alleine suchen , Deshalb bin ich nach meine Heimat zuruck geflogen .	zuruck	62	68	zurück	zurück	y	['zurück', 'Druck', 'zuck', 'Hauruck', 'Struck', 'Truck', 'druck', 'spuck', 'zudrucke', 'zudruckt', 'zugucke', 'zuguckt', 'zurufe', 'zuruft', 'zutrug', 'zutrugt', 'zück', 'rück']
927	Innerhalb von 14 Tage Ihre ablehnung werde ich gerichtlich gegen Sie vorgehen .	ablehnung	27	36	Ablehnung	Ablehnung	y	['Ablehnung', 'Anlehnung', 'ablehnend', 'ablehnen', 'Belehnung']
928	101 90451 Nürnberg Beschwerdebrief über meine Erfahrung als Au-pair in Deutschland Sehr geehrte Damen und Herren , Ich schreibe diesen Brief weil ich nicht mit Ihre Angebot zufrieden bin .	Ich	115	118	Ich	ich	n	[]
929	Jetz bin ich in Deutschland als Au-pair in eine Familie , aber ich war gleich zu Beginn sehr enttäuscht .	Jetz	0	4	Netz	Jetzt	n	['Jets', 'Jetzt', 'Netz', 'Jede', 'Jens', 'Metz', 'Mets', 'Jedi', 'Yeti', 'Sets', 'Jet', 'Wetz', 'Jods', 'Jäte', 'Setz', 'März', 'Je', 'Jedem', 'Jeder', 'Setzt']
930	Ich war ganz überzeugt , dass Ihre Angebot ehrlich war aber Sie haben Ihren Versprochen nicht gehaltet .	Versprochen	76	87	Versprechen	Versprechen	y	[]
931	Mit freundlichen Grüssen Maria Meier	Grüssen	17	24	Grüßen	Grüßen	y	['Grüßen', 'Größen', 'Großen', 'Grüße', 'Küssen', 'Grüßens', 'Krassen', 'Güssen', 'Grüßten', 'Müssen', 'Krossen', 'Größe', 'Brüssel', 'Grüßend', 'Fressen', 'Große', 'Flüssen', 'Größten', 'Großer', 'Rissen']
932	Leider muss ich Ihnen sagen , dass was in der Anzeige stand , ist nicht dort .	dass	30	34	das	das	y	[]
933	Denn ich kann nicht mit meinen Freunden treffen sonst bin ich zu nacht zu Hause .	nacht	65	70	nicht	Nacht	n	['Nacht', 'nagt', 'nach', 'nicht', 'acht', 'macht', 'sagt', 'Jagd', 'nachts', 'ragt', 'Yacht', 'jagt', 'nächst', 'tagt', 'wacht', 'Magd', 'Pacht', 'lacht', 'rächt', 'wagt']
934	Ich hätte ein bischen Angst , aber Sie haben mir gesagt , dass sie sehr nett sind .	bischen	14	21	bisschen	bisschen	y	['bisschen', 'eigen', 'Ligen', 'Nischen', 'mischen', 'biegen', 'fischen', 'picken', 'wischen', 'biogen', 'zischen', 'tischen', 'Eigen', 'Fischen', 'Mischen', 'Tischen', 'Wischen', 'Zischen', 'bogen', 'bögen']
935	Sehr geehrte Damen und Herren , Ich schreibe Ihnen , weil ich unzufrieden bin .	Ich	32	35	Ich	ich	n	[]
936	Ich kann zwei Sprachen , zum Beispiel : deutsch und französisch .	deutsch	40	47	Deutsch	Deutsch	y	[]
937	Ich kann zwei Sprachen , zum Beispiel : deutsch und französisch .	französisch	52	63	französisch	Französisch	n	[]
938	Ausserdem , es sehr wichtig war , weil ich meine B2 Zertifikat für meine Fachhochschule bestehen muss .	B2	49	51	BH	B2-Zertifikat	n	[]
939	Ausserdem , es sehr wichtig war , weil ich meine B2 Zertifikat für meine Fachhochschule bestehen muss .	Zertifikat	52	62	Zertifikat	B2-Zertifikat	n	[]
940	Diese Sprachaustausch war unnötzlich für mich .	unnötzlich	26	36	unmöglich	unnützlich	n	[]
941	Ihre Anzeige gab es einen super-guten Service , eine günstige Konditionne , aber es war sehr kompliziert .	Konditionne	62	73	Konditionen	Kondition	n	['Konditionen', 'Kondition', 'Konditional', 'Konditionale']
942	Auf diesem Grund bitte ich Sie , mir meine bezahlte Summe von 700 euro zurückzuerstatten .	euro	66	70	Euro	Euro	y	['Euro', 'Büro', 'eure', 'er', 'für', 'zur', 'nur', 'kurz', 'Burg', 'pro', 'Kurt', 'Tour', 'Turm', 'Hugo', 'Jura', 'Büros', 'Kurs', 'Pedro', 'Tür']
943	Viele Dank für Ihre Aufmerksamkeit und freudlche Grüsse Michael Meier	freudlche	39	48	freundliche	freundliche	y	['freudige', 'freudsche', 'freundliche', 'freudig', 'freudigen', 'freudlose', 'freudiger', 'bräutliche', 'freudigem', 'freudiges', 'freudschem', 'freudschen', 'freudscher', 'freudsches']
944	Viele Dank für Ihre Aufmerksamkeit und freudlche Grüsse Michael Meier	Grüsse	49	55	Grüße	Grüße	y	['Grüße', 'Größe', 'Große', 'Grütze', 'Grüßen', 'Gruße', 'Grüßt', 'Krasse', 'Güsse', 'Grüßte', 'Grüß', 'Grenze', 'Küsse', 'Müsse', 'Krosse', 'Brüssel', 'Flüsse', 'Großen', 'Gründe', 'Größte']
