Languagetool gets right: 2478
Out of: 5366
Accuracy: 0.462

LT correct + ours correct: 1813
LT correct + ours incorrect: 665
LT incorrect + ours correct: 1176
LT incorrect + ours incorrect: 1712

############ Correct by Languagetool, correct by us ##########
orig: Naturlich 	 correct: Natürlich ours: Natürlich
orig: Herzliche 	 correct: herzliche ours: Herzlichen
orig: froindin 	 correct: Freundin ours: finden
orig: das 	 correct: Das ours: Was
orig: name 	 correct: Name ours: nahe
orig: jetst 	 correct: jetzt ours: fest
orig: E-mail 	 correct: E-Mail ours: Email
orig: das 	 correct: Das ours: Dass
orig: gefelt 	 correct: gefällt ours: gefehlt
orig: dies 	 correct: Dies ours: Die
orig: Wi 	 correct: Wie ours: Hi
orig: babY 	 correct: Baby ours: ab
orig: Tschuss 	 correct: Tschüss ours: Schuss
orig: information 	 correct: Information ours: informativ
orig: Tschuss 	 correct: Tschüss ours: Schoss
orig: Wenn 	 correct: wenn ours: Wenn
orig: ehefrau 	 correct: Ehefrau ours: eher
orig: hofe 	 correct: hoffe ours: Hoffe
orig: name 	 correct: Name ours: nahe
orig: Wochende 	 correct: Wochenende ours: kochende
orig: baby 	 correct: Baby ours: Babys
orig: Wie 	 correct: wie ours: Wie
orig: E-mail 	 correct: E-Mail ours: Email
orig: höffe 	 correct: hoffe ours: Hoffe
orig: e-mail 	 correct: E-Mail ours: Mail
orig: Schpas 	 correct: Spaß ours: Schlaf
orig: Herzliche 	 correct: herzliche ours: herzlich
orig: Wie 	 correct: wie ours: Wie
orig: Wie 	 correct: wie ours: Wie
orig: problem 	 correct: Problem ours: Probleme
orig: Viele 	 correct: viele ours: Viele
orig: familien 	 correct: Familien ours: Familie
orig: termine 	 correct: Termine ours: Termin
orig: Wie 	 correct: wie ours: Wie
orig: wie 	 correct: Wie ours: Wir
orig: Schwimmen 	 correct: schwimmen ours: Schwimmen
orig: sasamen 	 correct: zusammen ours: besamen
orig: könenn 	 correct: können ours: Können
orig: könenn 	 correct: können ours: Können
orig: Tschuss 	 correct: Tschüss ours: Schuss
orig: fur 	 correct: für ours: Für
orig: schwimmen 	 correct: Schwimmen ours: schwimmen
orig: Es 	 correct: es ours: 's
orig: E-mail 	 correct: E-Mail ours: Email
orig: schwimmanzug 	 correct: Schwimmanzug ours: schwimmen
orig: geth 	 correct: geht ours: gut
orig: Banhhof 	 correct: Bahnhof ours: Fanshop
orig: Bebi 	 correct: Baby ours: bei
orig: Bebi 	 correct: Baby ours: bei
orig: Mötchen 	 correct: Mädchen ours: Mönchen
orig: Istes 	 correct: Ist es ours: Astes
orig: gehtes 	 correct: geht es ours: geht
orig: bekomen 	 correct: bekommen ours: Bekommen
orig: Bebi 	 correct: Baby ours: bei
orig: wohnungssuche 	 correct: Wohnungssuche ours: wohnungsnahe
orig: sreiben 	 correct: schreiben ours: treiben
orig: Kinderzimer 	 correct: Kinderzimmer ours: kinderlieb
orig: stadt 	 correct: Stadt ours: statt
orig: schlafzimmer 	 correct: Schlafzimmer ours: schlimmer
orig: Agust 	 correct: August ours: Gut
orig: Agust 	 correct: August ours: gut
orig: HauptBahnhof 	 correct: Hauptbahnhof ours: Talbahnhof
orig: bus 	 correct: Bus ours: aus
orig: Schwimbad 	 correct: Schwimmbad ours: Schwimmen
orig: Getrenk 	 correct: Getränk ours: Getränke
orig: da 	 correct: Da ours: Das
orig: Kanst 	 correct: Kannst ours: Kunst
orig: FarkarTe 	 correct: Fahrkarte ours: Farnarten
orig: ZugTicket 	 correct: Zugticket ours: Ticket
orig: ich 	 correct: Ich ours: Sich
orig: Tschuß 	 correct: Tschüss ours: Schuf
orig: meine 	 correct: Meine ours: Meint
orig: Wollte 	 correct: wollte ours: sollte
orig: fahrKarte 	 correct: Fahrkarte ours: markante
orig: FahrKarte 	 correct: Fahrkarte ours: Fabrikate
orig: fahrKarte 	 correct: Fahrkarte ours: markante
orig: fahrkarte 	 correct: Fahrkarte ours: markante
orig: Luksemburg 	 correct: Luxemburg ours: Duisburg
orig: FahrKarte 	 correct: Fahrkarte ours: Lagekarte
orig: FahrKarte 	 correct: Fahrkarte ours: Fabrikate
orig: E-Meil 	 correct: E-Mail ours: Teil
orig: fahrkarte 	 correct: Fahrkarte ours: markante
orig: deschalb 	 correct: deshalb ours: weshalb
orig: muß 	 correct: muss ours: Mut
orig: Wir 	 correct: wir ours: Wir
orig: Kelerraum 	 correct: Kellerraum ours: Telegramm
orig: Gästetualette 	 correct: Gästetoilette ours: gesteuerte
orig: wohnzimmer 	 correct: Wohnzimmer ours: zimmer
orig: passendes 	 correct: Passendes ours: passendes
orig: Groß 	 correct: groß ours: Gruß
orig: monat 	 correct: Monat ours: Monate
orig: Große 	 correct: große ours: Größe
orig: schlafzimmer 	 correct: Schlafzimmer ours: schlimme
orig: Schlafzimme 	 correct: Schlafzimmer ours: Schlamm
orig: geschoss 	 correct: Geschoss ours: Geschosse
orig: Für 	 correct: für ours: Für
orig: muß 	 correct: muss ours: Fuß
orig: angobot 	 correct: Angebot ours: angibt
orig: sehr 	 correct: Sehr ours: Mehr
orig: mann 	 correct: Mann ours: kann
orig: ch 	 correct: ich ours: Ich
orig: minderjahrige 	 correct: minderjährige ours: minderjähriges
orig: Kein 	 correct: kein ours: ein
orig: Kein 	 correct: kein ours: ein
orig: kind 	 correct: Kind ours: sind
orig: Flugssung 	 correct: Flugzeug ours: Fassung
orig: Wohnzimer 	 correct: Wohnzimmer ours: winziger
orig: Schlafzimer 	 correct: Schlafzimmer ours: Schleimer
orig: nachbarine 	 correct: Nachbarin ours: Nachbarn
orig: FRanKfurt 	 correct: Frankfurt ours: Frankfurter
orig: Kuß 	 correct: Kuss ours: Fuß
orig: muß 	 correct: muss ours: Maß
orig: Wie 	 correct: wie ours: Wie
orig: muß 	 correct: muss ours: Fuß
orig: weisst 	 correct: weißt ours: weist
orig: milch 	 correct: Milch ours: mich
orig: bytte 	 correct: bitte ours: Bitte
orig: get 	 correct: geht ours: gut
orig: Wie 	 correct: wie ours: Wie
orig: voraus 	 correct: Voraus ours: voraus
orig: süsse 	 correct: süße ours: müsse
orig: DanKe 	 correct: Danke ours: Dank
orig: geeherter 	 correct: geehrter ours: geehrte
orig: Kalt 	 correct: kalt ours: alt
orig: wochenende 	 correct: Wochenende ours: wochenweise
orig: geschenk 	 correct: Geschenk ours: Geschenke
orig: Wichtig 	 correct: wichtig ours: richtig
orig: reisen 	 correct: Reisen ours: Preisen
orig: Famelien 	 correct: Familien ours: Familie
orig: wochende 	 correct: Wochenende ours: kochende
orig: fur 	 correct: für ours: nur
orig: dier 	 correct: dir ours: die
orig: Wie 	 correct: wie ours: Wie
orig: höffe 	 correct: hoffe ours: Hoffe
orig: NebenKosten 	 correct: Nebenkosten ours: Gemeinkosten
orig: nebengusten 	 correct: Nebenkosten ours: Unebenheiten
orig: kind 	 correct: Kind ours: sind
orig: warmmiete 	 correct: Warmmiete ours: wartete
orig: häßt 	 correct: hasst ours: hat
orig: kusst 	 correct: küsst ours: musst
orig: Am 	 correct: am ours: Am
orig: nexte 	 correct: nächste ours: nette
orig: trausen 	 correct: draußen ours: brausen
orig: mal 	 correct: Mal ours: mal
orig: gute 	 correct: Gute ours: gut
orig: muß 	 correct: muss ours: maß
orig: In 	 correct: in ours: In
orig: Bewerbungsgesprech 	 correct: Bewerbungsgespräch ours: Verwesungsgeruch
orig: direk 	 correct: direkt ours: die
orig: Meinem 	 correct: meinem ours: einem
orig: Schlußel 	 correct: Schlüssel ours: Schlegel
orig: wochende 	 correct: Wochenende ours: kochende
orig: alliene 	 correct: alleine ours: allein
orig: hause 	 correct: Hause ours: hause
orig: gute 	 correct: Gute ours: gute
orig: frißt 	 correct: frisst ours: weißt
orig: müssTe 	 correct: müsste ours: musste
orig: pipi 	 correct: Pipi ours: Papi
orig: popo 	 correct: Popo ours: Pop
orig: wochende 	 correct: Wochenende ours: kochende
orig: tag 	 correct: Tag ours: tage
orig: fahrkarte 	 correct: Fahrkarte ours: fahrbar
orig: garage 	 correct: Garage ours: frage
orig: interessere 	 correct: interessiere ours: interessiert
orig: hochdie 	 correct: hoch die ours: Hohe
orig: kauffrau 	 correct: Kauffrau ours: auftrat
orig: Besichtingungstermin 	 correct: Besichtigungstermin ours: Besichtigungen
orig: nebenkosten 	 correct: Nebenkosten ours: Gemeinkosten
orig: Besichtgungstermin 	 correct: Besichtigungstermin ours: Besichtigungen
orig: Freundlichen 	 correct: freundlichen ours: Freundlichen
orig: wie 	 correct: Wie ours: Die
orig: nachste 	 correct: nächste ours: nächsten
orig: Bisichtigungstermin 	 correct: Besichtigungstermin ours: Besichtigungen
orig: Ein 	 correct: ein ours: in
orig: Krankenschwster 	 correct: Krankenschwester ours: Rankenmuster
orig: krankenpfleger 	 correct: Krankenpfleger ours: Krankenliege
orig: Banhof 	 correct: Bahnhof ours: Banjo
orig: ball 	 correct: Ball ours: bald
orig: wünche 	 correct: wünsche ours: Wünsche
orig: tag 	 correct: Tag ours: tage
orig: Wie 	 correct: wie ours: Wie
orig: märz-2012 	 correct: März-2012 ours: März
orig: hund 	 correct: Hund ours: und
orig: marz 	 correct: März ours: Mark
orig: marz 	 correct: März ours: Mark
orig: leider 	 correct: Leider ours: Leide
orig: Kannst 	 correct: kannst ours: Kannst
orig: Sonntagabent 	 correct: Sonntagabend ours: Sonnabend
orig: hund 	 correct: Hund ours: und
orig: Kanst 	 correct: Kannst ours: Kunst
orig: Viele 	 correct: viele ours: Viele
orig: Kein 	 correct: kein ours: ein
orig: du 	 correct: Du ours: Zu
orig: jedentag 	 correct: jeden Tag ours: jeden
orig: und 	 correct: Und ours: Uns
orig: milch 	 correct: Milch ours: mich
orig: termin 	 correct: Termin ours: Termine
orig: Wockenende 	 correct: Wochenende ours: wohnende
orig: fahrkarte 	 correct: Fahrkarte ours: markante
orig: wochenendausflug 	 correct: Wochenendausflug ours: wochenlang
orig: näechste 	 correct: nächste ours: nächsten
orig: wochenende 	 correct: Wochenende ours: wachsende
orig: fahrkarte 	 correct: Fahrkarte ours: fahrbarer
orig: email 	 correct: E-Mail ours: Email
orig: fahrkarte 	 correct: Fahrkarte ours: fahrbar
orig: wann 	 correct: Wann ours: Dann
orig: dieseam 	 correct: diese am ours: dieses
orig: wochenende 	 correct: Wochenende ours: wachsende
orig: wochenenda 	 correct: Wochenende ours: wachsende
orig: wochenenda 	 correct: Wochenende ours: wohnen
orig: konzert 	 correct: Konzert ours: Konzerte
orig: wochende 	 correct: Wochenende ours: kochende
orig: Wie 	 correct: wie ours: Wie
orig: wochenendausflug 	 correct: Wochenendausflug ours: wochenlang
orig: Hausartzt 	 correct: Hausarzt ours: ausnutzt
orig: bisbaldige 	 correct: bis baldige ours: baldige
orig: E-mail 	 correct: E-Mail ours: Email
orig: gute 	 correct: Gute ours: Gut
orig: Wie 	 correct: wie ours: Wie
orig: wochenendausflug 	 correct: Wochenendausflug ours: wochenlang
orig: märz 	 correct: März ours: Mär
orig: Wie 	 correct: wie ours: Wie
orig: verkehrsmittel 	 correct: Verkehrsmittel ours: verkehrssicher
orig: wochenendausflug 	 correct: Wochenendausflug ours: wochenlang
orig: BusFahrkarte 	 correct: Busfahrkarte ours: ausfahrbare
orig: wann 	 correct: Wann ours: Dann
orig: BusFahrkarte 	 correct: Busfahrkarte ours: ausfahrbare
orig: Antwortest 	 correct: antwortest ours: Antworten
orig: get 	 correct: geht ours: Geht
orig: möchtst 	 correct: möchtest ours: machst
orig: wochenendausflug 	 correct: Wochenendausflug ours: wochenlang
orig: du 	 correct: Du ours: Zu
orig: hinfahern 	 correct: hinfahren ours: einfahren
orig: nexte 	 correct: nächste ours: nette
orig: nexte 	 correct: nächste ours: nette
orig: wilst 	 correct: willst ours: wirst

############ Inorrect by Languagetool, correct by us##########
orig: Spas 	 languagetool:  	 correct: Spaß ours: Spaß
orig: ofen 	 languagetool: Ofen 	 correct: offen ours: offen
orig: Pflichen 	 languagetool: Flächen 	 correct: Pflichten ours: Pflichten
orig: sondan 	 languagetool: montan 	 correct: sondern ours: sondern
orig: sie 	 languagetool:  	 correct: Sie ours: Sie
orig: wiessen 	 languagetool: ließen 	 correct: wissen ours: wissen
orig: verbliebe 	 languagetool:  	 correct: verbleibe ours: verbleibe
orig: das 	 languagetool:  	 correct: dass ours: dass
orig: dass 	 languagetool:  	 correct: das ours: das
orig: sprache 	 languagetool: sprach 	 correct: Sprache ours: Sprache
orig: endecken 	 languagetool: Endecken 	 correct: entdecken ours: entdecken
orig: Freundlichen 	 languagetool:  	 correct: freundlichen ours: freundlichen
orig: grüßen 	 languagetool:  	 correct: Grüßen ours: Grüßen
orig: wisen 	 languagetool: weisen 	 correct: wissen ours: wissen
orig: sprache 	 languagetool: sprach 	 correct: Sprache ours: Sprache
orig: Arbeiten 	 languagetool:  	 correct: arbeiten ours: arbeiten
orig: abreiten 	 languagetool: ab reiten 	 correct: arbeiten ours: arbeiten
orig: Ich 	 languagetool:  	 correct: ich ours: ich
orig: geeharter 	 languagetool: geehrter 	 correct: geehrte ours: geehrte
orig: Dammen 	 languagetool: Dämmen 	 correct: Damen ours: Damen
orig: Teinehmen 	 languagetool: Teilnehmer 	 correct: teilnehmen ours: teilnehmen
orig: intersieren 	 languagetool: internieren 	 correct: interessieren ours: interessieren
orig: desen 	 languagetool: denen 	 correct: diesen ours: diesen
orig: biedake 	 languagetool: piesacke 	 correct: bedanke ours: bedanke
orig: seh 	 languagetool:  	 correct: sehr ours: sehr
orig: meie 	 languagetool: mein 	 correct: meine ours: meine
orig: vertrieb 	 languagetool:  	 correct: Vertrieb ours: Vertrieb
orig: Selbsverstänlich 	 languagetool: Selbstverständlich 	 correct: selbstverständlich ours: selbstverständlich
orig: seh 	 languagetool:  	 correct: sehr ours: sehr
orig: vorstelen 	 languagetool: Vorstelen 	 correct: vorstellen ours: vorstellen
orig: wen 	 languagetool:  	 correct: wenn ours: wenn
orig: Deutsche 	 languagetool:  	 correct: deutsche ours: deutsche
orig: wunderware 	 languagetool: Wunderware 	 correct: wunderbare ours: wunderbare
orig: fall 	 languagetool:  	 correct: Fall ours: Fall
orig: seh 	 languagetool:  	 correct: sehr ours: sehr
orig: schön 	 languagetool:  	 correct: schon ours: schon
orig: schön 	 languagetool:  	 correct: schon ours: schon
orig: prakticher 	 languagetool: praktischer 	 correct: praktische ours: praktische
orig: Bohn 	 languagetool: Bon 	 correct: Bonn ours: Bonn
orig: neme 	 languagetool: neue 	 correct: nehme ours: nehme
orig: Anfand 	 languagetool: An fand 	 correct: Anfang ours: Anfang
orig: das 	 languagetool:  	 correct: dass ours: dass
orig: puntlich 	 languagetool: mündlich 	 correct: pünktlich ours: pünktlich
orig: Freuen 	 languagetool:  	 correct: freuen ours: freuen
orig: berüflich 	 languagetool: beruflich 	 correct: berufliche ours: berufliche
orig: Bewerben 	 languagetool:  	 correct: bewerben ours: bewerben
orig: seh 	 languagetool:  	 correct: sehr ours: sehr
orig: eindruck 	 languagetool:  	 correct: Eindruck ours: Eindruck
orig: anzeige 	 languagetool:  	 correct: Anzeige ours: Anzeige
orig: Praktische 	 languagetool:  	 correct: praktische ours: praktische
orig: Arbeiten 	 languagetool:  	 correct: arbeiten ours: arbeiten
orig: Freundlichen 	 languagetool:  	 correct: freundlichen ours: freundlichen
orig: Ich 	 languagetool:  	 correct: ich ours: ich
orig: Bewerben 	 languagetool:  	 correct: bewerben ours: bewerben
orig: Ich 	 languagetool:  	 correct: ich ours: ich
orig: Kaufmännischerin 	 languagetool: Kaufmännischer in 	 correct: kaufmännischen ours: kaufmännischen
orig: Ich 	 languagetool:  	 correct: ich ours: ich
orig: Ich 	 languagetool:  	 correct: ich ours: ich
orig: Ich 	 languagetool:  	 correct: ich ours: ich
orig: Dankber 	 languagetool:  	 correct: dankbar ours: dankbar
orig: Viellen 	 languagetool: Villen 	 correct: Vielen ours: Vielen
orig: Program 	 languagetool: Pro gram 	 correct: Programm ours: Programm
orig: schön 	 languagetool:  	 correct: schon ours: schon
orig: verfugung 	 languagetool: Verfugung 	 correct: Verfügung ours: Verfügung
orig: Mobil 	 languagetool:  	 correct: mobil ours: mobil
orig: Deutsche 	 languagetool:  	 correct: deutsche ours: deutsche
orig: examten 	 languagetool: ex amten 	 correct: Examen ours: Examen
orig: Studiere 	 languagetool:  	 correct: studiere ours: studiere
orig: das 	 languagetool:  	 correct: dass ours: dass
orig: Positive 	 languagetool:  	 correct: positive ours: positive
orig: Dammen 	 languagetool: Dämmen 	 correct: Damen ours: Damen
orig: Herrn 	 languagetool:  	 correct: Herren ours: Herren
orig: betrieb 	 languagetool:  	 correct: Betrieb ours: Betrieb
orig: flexible 	 languagetool:  	 correct: flexibel ours: flexibel
orig: Diesem 	 languagetool:  	 correct: dieser ours: dieser
orig: Ereichbar 	 languagetool: Erreichbar 	 correct: erreichbar ours: erreichbar
orig: personliche 	 languagetool: persönliche 	 correct: persönlich ours: persönlich
orig: Merz 	 languagetool:  	 correct: März ours: März
orig: Kentnise 	 languagetool: Kenntnis 	 correct: Kenntnisse ours: Kenntnisse
orig: fiel 	 languagetool:  	 correct: viel ours: viel
orig: wohlwellende 	 languagetool: Wohlwellende 	 correct: wohlwollende ours: wohlwollende
orig: Studiere 	 languagetool:  	 correct: studiere ours: studiere
orig: abreite 	 languagetool: ab reite 	 correct: arbeite ours: arbeite
orig: Technologische 	 languagetool: technologische 	 correct: technologischen ours: technologischen
orig: Bon 	 languagetool:  	 correct: Bonn ours: Bonn
orig: ersähen 	 languagetool: er sähen 	 correct: ersehen ours: ersehen
orig: Seehr 	 languagetool: Seher 	 correct: Sehr ours: Sehr
orig: Teamfähig 	 languagetool:  	 correct: teamfähig ours: teamfähig
orig: Unterwegs 	 languagetool:  	 correct: unterwegs ours: unterwegs
orig: de 	 languagetool: die 	 correct: der ours: der
orig: Herrn 	 languagetool:  	 correct: Herren ours: Herren
orig: Scheiz 	 languagetool: Geiz 	 correct: Schweiz ours: Schweiz
orig: beginn 	 languagetool:  	 correct: Beginn ours: Beginn
orig: Verkaufer 	 languagetool: Verkauf er 	 correct: Verkäufer ours: Verkäufer
orig: geheerte 	 languagetool: geteerte 	 correct: geehrte ours: geehrte
orig: auftrende 	 languagetool: aufdrehte 	 correct: auftretende ours: auftretende
orig: mächte 	 languagetool: Mächte 	 correct: möchte ours: möchte
orig: Ihner 	 languagetool: Ihn er 	 correct: Ihrer ours: Ihrer
orig: OFICCE 	 languagetool:  	 correct: Office ours: Office
orig: Froindlichen 	 languagetool: Freundlichen 	 correct: freundlichen ours: freundlichen
orig: Inhen 	 languagetool: Inden 	 correct: Ihnen ours: Ihnen
orig: Kenntnise 	 languagetool: Kenntnis 	 correct: Kenntnisse ours: Kenntnisse
orig: gewecht 	 languagetool: gelegt 	 correct: geweckt ours: geweckt
orig: IT-Kenntnise 	 languagetool: IT-Kenntnis 	 correct: Kenntnisse ours: Kenntnisse
orig: Bon 	 languagetool:  	 correct: Bonn ours: Bonn
orig: Mich 	 languagetool:  	 correct: mich ours: mich
orig: verdine 	 languagetool: fertige 	 correct: verdiene ours: verdiene
orig: glabe 	 languagetool: klare 	 correct: glaube ours: glaube
orig: reisen 	 languagetool:  	 correct: Reisen ours: Reisen
